name,smiles,category
decoy_AFEFRXAPJRCTOW-UHFFFAOYSA-N,O=C1CCCC2CCCCC12,missing_decoy
decoy_AOAFVSVYRSUDBN-UHFFFAOYSA-N,CCC(C)CCCCCCCCCCCCC(=O)OC,missing_decoy
decoy_AWMVMTVKBNGEAK-UHFFFAOYSA-N,c1ccc(C2CO2)cc1,missing_decoy
decoy_AZOCECCLWFDTAP-UHFFFAOYSA-N,C=C(C)C1CCC(C)C(=O)C1,missing_decoy
decoy_BAVONGHXFVOKBV-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(O)C1,missing_decoy
decoy_BEQGRRJLJLVQAQ-UHFFFAOYSA-N,CC=C(C)CC,missing_decoy
decoy_BJHIKXHVCXFQLS-UHFFFAOYSA-N,O=C(CO)C(O)C(O)C(O)CO,missing_decoy
decoy_BJIOGJUNALELMI-UHFFFAOYSA-N,CC=Cc1ccc(O)c(OC)c1,missing_decoy
decoy_BNHKXOIJKIMOJH-UHFFFAOYSA-N,COC(=O)CCCCCCCCCCCCCC(C)C,missing_decoy
decoy_BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,missing_decoy
decoy_BXJHOKLLMOYSRQ-UHFFFAOYSA-N,CCCCC=CCCC=CCCCCCCOC(C)=O,missing_decoy
decoy_CCEFMUBVSUDRLG-UHFFFAOYSA-N,C=C(C)C1CCC2(C)OC2C1,missing_decoy
decoy_CDAISMWEOUEBRE-UHFFFAOYSA-N,OC1C(O)C(O)C(O)C(O)C1O,missing_decoy
decoy_CDGNLUSBENXDGG-UHFFFAOYSA-N,COc1ccc(N)c(C)c1,missing_decoy
decoy_CGYVDYLHQYNGFC-UHFFFAOYSA-N,COC(=O)Cc1cccn1C,missing_decoy
decoy_COTYNDRSENVEFI-UHFFFAOYSA-N,CC(=O)c1cncnc1,missing_decoy
decoy_CRPUJAZIXJMDBK-UHFFFAOYSA-N,C=C1C2CCC(C2)C1(C)C,missing_decoy
decoy_CTKINSOISVBQLD-UHFFFAOYSA-N,OCC1CO1,missing_decoy
decoy_CXISPYVYMQWFLE-UHFFFAOYSA-N,CC(N)C(=O)NCC(=O)O,missing_decoy
